Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDN46,OUT010,321.6884144
FDN48,OUT010,234.4247782
FDN50,OUT010,198.1851989
FDN52,OUT010,244.2442678
FDN56,OUT010,432.6842102
FDO01,OUT010,287.8726332
FDO09,OUT010,640.9944631
FDO15,OUT010,187.7925604
FDO20,OUT010,569.2300143
FDO27,OUT010,277.4316569
FDO31,OUT010,213.7914202
FDO32,OUT010,141.3882212
FDO36,OUT010,408.3167531
FDO38,OUT010,196.3276443
FDO45,OUT010,198.254253
FDO46,OUT010,504.9924599
FDO48,OUT010,455.6533223
FDO51,OUT010,117.1157134
FDP07,OUT010,397.2335738
FDP08,OUT010,518.4441939
FDP09,OUT010,515.4610578
FDP10,OUT010,275.2742102
FDP13,OUT010,80.79326925
FDP21,OUT010,558.9236934
FDP23,OUT010,569.0332102
FDP32,OUT010,291.8138946
FDP33,OUT010,696.0650889
FDP37,OUT010,311.8620193
FDP48,OUT010,695.0292778
FDP57,OUT010,240.826091
FDQ03,OUT010,317.1239399
FDQ11,OUT010,431.8089498
FDQ12,OUT010,414.5316199
FDQ20,OUT010,113.7320636
FDQ26,OUT010,150.1334267
FDQ28,OUT010,504.6471895
FDQ33,OUT010,678.8706239
FDQ49,OUT010,243.4156189
FDQ52,OUT010,792.0329914
FDR11,OUT010,393.1680151
FDR12,OUT010,307.3251665
FDR13,OUT010,186.2388437
FDR14,OUT010,85.57871674
FDR15,OUT010,341.3293666
FDR16,OUT010,731.4898301
FDR19,OUT010,483.9309666
FDR28,OUT010,411.1134431
FDR31,OUT010,394.7061946
FDR33,OUT010,273.4541421
FDR45,OUT010,938.936907
FDR56,OUT010,697.5152245
FDR58,OUT010,273.5577232
FDS01,OUT010,402.9897243
FDS08,OUT010,338.537609
FDS25,OUT010,361.0837649
FDS33,OUT010,244.5291159
FDS39,OUT010,502.437459
FDS47,OUT010,216.8100698
FDS55,OUT010,415.7745933
FDS60,OUT010,363.5697116
FDT01,OUT010,512.1568203
FDT08,OUT010,403.9663463
FDT09,OUT010,341.8176776
FDT14,OUT010,402.7233729
FDT16,OUT010,842.4044874
FDT19,OUT010,554.7804489
FDT20,OUT010,126.1617974
FDT23,OUT010,184.2086539
FDT25,OUT010,332.1698367
FDT27,OUT010,576.076726
FDT31,OUT010,455.9640657
FDT37,OUT010,579.2048756
FDT45,OUT010,144.3920735
FDT47,OUT010,347.8253822
FDT49,OUT010,254.8095415
FDT50,OUT010,206.3335799
FDT59,OUT010,597.3177598
FDT60,OUT010,269.725222
FDU03,OUT010,368.9559296
FDU09,OUT010,331.2524039
FDU11,OUT010,306.2203013
FDU13,OUT010,363.4013923
FDU20,OUT010,334.7889591
FDU21,OUT010,70.93826608
FDU28,OUT010,310.722627
FDU31,OUT010,464.3023454
FDU45,OUT010,314.3945776
FDU52,OUT010,273.8425713
FDV03,OUT010,477.8611133
FDV10,OUT010,107.3928994
FDV12,OUT010,352.5901135
FDV19,OUT010,413.6733764
FDV23,OUT010,317.6625617
FDV27,OUT010,133.1707861
FDV40,OUT010,131.0715422
FDV50,OUT010,279.7725901
FDV52,OUT010,319.0091162
FDV56,OUT010,151.0212648
FDV58,OUT010,385.7360701
FDW01,OUT010,219.4106956
FDW03,OUT010,321.1791405
FDW11,OUT010,144.4956546
FDW14,OUT010,226.1520998
FDW15,OUT010,438.8731818
FDW16,OUT010,346.6341994
FDW21,OUT010,269.0208704
FDW25,OUT010,180.314004
FDW33,OUT010,252.7379192
FDW34,OUT010,599.512693
FDW39,OUT010,361.4117717
FDW45,OUT010,419.6761486
FDW49,OUT010,386.9905525
FDX08,OUT010,308.7753021
FDX09,OUT010,494.0819158
FDX13,OUT010,728.2995317
FDX19,OUT010,540.1607144
FDX22,OUT010,490.9744824
FDX24,OUT010,218.8461786
FDX28,OUT010,344.6834218
FDX35,OUT010,503.0313241
FDX36,OUT010,565.1681549
FDX46,OUT010,179.7650241
FDX47,OUT010,366.6771451
FDX59,OUT010,89.80482621
FDY14,OUT010,791.5927717
FDY19,OUT010,380.427538
FDY22,OUT010,324.4160504
FDY28,OUT010,531.9926037
FDY31,OUT010,398.9648582
FDY36,OUT010,169.0098517
FDY37,OUT010,454.3067679
FDY45,OUT010,580.3304571
FDY52,OUT010,119.1182816
FDY58,OUT010,639.5098005
FDY59,OUT010,174.8301238
FDZ13,OUT010,108.7601701
FDZ19,OUT010,473.9871796
FDZ36,OUT010,551.0515287
FDZ39,OUT010,206.0401001
FDZ40,OUT010,134.2411243
FDZ47,OUT010,287.0647005
FDZ48,OUT010,211.7197979
FDZ49,OUT010,502.8517835
FDZ50,OUT010,857.6516274
FDZ52,OUT010,291.5956344
FDZ56,OUT010,436.7670325
FDZ57,OUT010,167.9257027
NCA17,OUT010,417.6390534
NCB43,OUT010,606.3811074
NCC06,OUT010,512.1050297
NCC07,OUT010,231.8490611
NCC42,OUT010,305.978612
NCD30,OUT010,213.1699335
NCE19,OUT010,157.73924
NCE42,OUT010,748.953606
NCF19,OUT010,98.29847759
NCF43,OUT010,360.7730215
NCG42,OUT010,286.8161058
NCH43,OUT010,251.702108
NCI06,OUT010,481.0306954
NCI30,OUT010,383.2501234
NCJ06,OUT010,217.8569789
NCJ31,OUT010,569.944724
NCJ54,OUT010,751.9160258
NCK17,OUT010,102.5453033
NCK31,OUT010,114.3190233
NCL17,OUT010,421.1608112
NCL19,OUT010,351.8650457
NCM17,OUT010,170.7223928
NCM18,OUT010,285.7802947
NCM19,OUT010,433.2539064
NCM31,OUT010,341.9730493
NCM42,OUT010,229.3285873
NCM53,OUT010,245.280079
NCM54,OUT010,360.06867
NCN42,OUT010,453.2502405
NCN55,OUT010,695.5057509
NCO05,OUT010,310.9801001
NCO18,OUT010,486.7483729
NCO26,OUT010,330.423755
NCO30,OUT010,362.119576
NCO43,OUT010,299.1422585
NCO54,OUT010,167.6460337
NCP14,OUT010,379.4521492
NCQ02,OUT010,525.7777368
NCQ18,OUT010,330.1648022
NCQ29,OUT010,270.0014383
NCQ42,OUT010,333.0305464
NCQ43,OUT010,163.5027891
NCS29,OUT010,549.6704472
NCS38,OUT010,253.8773115
NCS41,OUT010,314.4722634
NCT18,OUT010,626.8729045
NCT53,OUT010,272.9017095
NCT54,OUT010,162.933093
NCU18,OUT010,325.7280778
NCU29,OUT010,402.5852647
NCU30,OUT010,421.2643924
NCU41,OUT010,609.4194867
NCV06,OUT010,406.918408
NCV54,OUT010,244.9545383
NCW05,OUT010,500.2967827
NCW29,OUT010,272.6772837
NCW41,OUT010,473.3242605
NCX06,OUT010,450.78501
NCX30,OUT010,610.092764
NCY05,OUT010,104.3061822
NCY06,OUT010,369.4945514
NCY29,OUT010,116.6582301
NCY54,OUT010,516.4295412
DRB24,OUT013,3215.316718
DRC12,OUT013,2358.156227
DRC13,OUT013,1720.110237
DRC24,OUT013,3323.031933
DRC27,OUT013,2891.469345
DRC49,OUT013,2980.939637
DRD01,OUT013,896.9484568
DRD25,OUT013,1834.141002
DRD49,OUT013,3831.082851
DRE01,OUT013,3065.146972
DRE03,OUT013,683.2823705
DRE15,OUT013,1213.287343
DRE25,OUT013,1552.221864
DRE37,OUT013,1992.906914
DRF23,OUT013,2780.771786
DRF36,OUT013,4732.803056
DRF48,OUT013,1577.484064
DRF49,OUT013,1419.946176
DRF51,OUT013,679.9742252
DRF60,OUT013,4898.761678
DRG27,OUT013,547.9090557
DRG39,OUT013,1034.814576
DRG48,OUT013,2643.268226
DRG49,OUT013,3914.518285
DRG51,OUT013,2149.251865
DRH01,OUT013,2710.634094
DRH03,OUT013,785.9351209
DRH59,OUT013,668.9804899
DRI11,OUT013,1474.129586
DRI23,OUT013,2818.606609
DRI37,OUT013,679.2724974
DRI39,OUT013,1348.019078
DRI49,OUT013,1498.188824
DRI51,OUT013,3530.392494
DRI59,OUT013,4833.500994
DRJ01,OUT013,1386.848015
DRJ25,OUT013,1077.503016
DRJ37,OUT013,3093.216083
DRK01,OUT013,1494.680185
DRK35,OUT013,634.9759309
DRK37,OUT013,3759.85748
DRK59,OUT013,2387.745748
DRL11,OUT013,3292.927811
DRL47,OUT013,1432.366758
DRL49,OUT013,976.1033511
DRL59,OUT013,738.9193592
DRL60,OUT013,1698.782724
DRM35,OUT013,4325.450076
DRM47,OUT013,3121.636058
DRM48,OUT013,923.4737671
DRN11,OUT013,2409.382355
DRN36,OUT013,1414.683218
DRN59,OUT013,847.3363023
DRO35,OUT013,2747.264284
DRO47,OUT013,1550.818408
DRO59,OUT013,1099.958305
DRY23,OUT013,531.4418437
DRZ24,OUT013,2753.579834
FDA01,OUT013,811.5983086
FDA09,OUT013,3183.03724
FDA10,OUT013,1613.973909
FDA11,OUT013,1753.758084
FDA14,OUT013,1389.421017
FDA16,OUT013,4601.229096
FDA22,OUT013,4109.785737
FDA25,OUT013,1566.25642
FDA27,OUT013,3233.56164
FDA28,OUT013,2122.024827
FDA31,OUT013,2463.064531
FDA32,OUT013,2598.397747
FDA33,OUT013,2679.47738
FDA35,OUT013,3066.550427
FDA37,OUT013,2274.533665
FDA48,OUT013,4556.669382
FDA49,OUT013,1103.11608
FDB05,OUT013,3263.034207
FDB08,OUT013,2395.815618
FDB09,OUT013,1102.274007
FDB10,OUT013,2242.020278
FDB14,OUT013,1585.904798
FDB21,OUT013,4534.14392
FDB22,OUT013,2334.227309
FDB26,OUT013,931.8945005
FDB27,OUT013,3496.475651
FDB32,OUT013,1715.02271
FDB34,OUT013,1602.144784
FDB38,OUT013,2559.902965
FDB39,OUT013,707.3416088
FDB41,OUT013,631.0871894
FDB46,OUT013,3793.540414
FDB49,OUT013,1436.670688
FDB50,OUT013,1543.520439
FDB53,OUT013,3709.613771
FDB59,OUT013,2634.847493
FDC04,OUT013,2649.16274
FDC05,OUT013,3011.81566
FDC10,OUT013,1168.51711
FDC15,OUT013,1780.283394
FDC16,OUT013,1459.593796
FDC20,OUT013,530.5062066
FDC23,OUT013,3372.503742
FDC26,OUT013,1242.198528
FDC28,OUT013,1464.084854
FDC45,OUT013,1773.383071
FDC48,OUT013,1479.242174
FDC50,OUT013,1806.247323
FDC56,OUT013,2315.701696
FDC59,OUT013,1058.606489
FDC60,OUT013,1213.287343
FDD16,OUT013,844.880255
FDD20,OUT013,3193.095338
FDD22,OUT013,3536.708044
FDD23,OUT013,3483.610642
FDD26,OUT013,2731.124545
FDD28,OUT013,1080.660791
FDD36,OUT013,1592.571212
FDD48,OUT013,2112.200638
FDD53,OUT013,468.6138159
FDD56,OUT013,2860.593322
FDD59,OUT013,1642.043021
FDE08,OUT013,2378.576505
FDE09,OUT013,1025.083951
FDE10,OUT013,1820.164924
FDE16,OUT013,4204.552403
FDE21,OUT013,2401.312486
FDE22,OUT013,1818.878423
FDE23,OUT013,933.2979561
FDE24,OUT013,1751.980374
FDE34,OUT013,3129.0042
FDE36,OUT013,4229.31337
FDE38,OUT013,3844.064815
FDE39,OUT013,2889.013297
FDE40,OUT013,1070.27522
FDE41,OUT013,1158.552576
FDE50,OUT013,3759.85748
FDE52,OUT013,3639.862029
FDE53,OUT013,1257.496194
FDE56,OUT013,1354.159196
FDF11,OUT013,3394.537995
FDF14,OUT013,2542.008907
FDF17,OUT013,3381.158385
FDF24,OUT013,1668.708676
FDF26,OUT013,2242.371142
FDF28,OUT013,2449.497794
FDF33,OUT013,1932.558324
FDF34,OUT013,2927.608326
FDF40,OUT013,4133.527527
FDF41,OUT013,4197.50171
FDF44,OUT013,3576.0048
FDF46,OUT013,1918.102732
FDF50,OUT013,3738.805647
FDF57,OUT013,2514.992387
FDF58,OUT013,1022.183476
FDF59,OUT013,1433.279004
FDG02,OUT013,2047.080299
FDG04,OUT013,2366.226096
FDG05,OUT013,2432.36394
FDG10,OUT013,482.7887172
FDG12,OUT013,2201.553976
FDG14,OUT013,4533.161501
FDG17,OUT013,5601.366624
FDG20,OUT013,1381.280975
FDG21,OUT013,3131.460248
FDG22,OUT013,665.7642375
FDG28,OUT013,2711.476167
FDG35,OUT013,1978.030285
FDG40,OUT013,608.3979909
FDG41,OUT013,1601.693673
FDG44,OUT013,1174.692315
FDG58,OUT013,2052.553776
FDG59,OUT013,542.6694883
FDH04,OUT013,1192.937237
FDH05,OUT013,4232.822009
FDH08,OUT013,3268.297166
FDH09,OUT013,709.5871378
FDH12,OUT013,1375.386462
FDH22,OUT013,2144.480116
FDH24,OUT013,2583.481019
FDH28,OUT013,524.9801003
FDH31,OUT013,1317.423746
FDH33,OUT013,798.917085
FDH34,OUT013,3524.076944
FDH38,OUT013,2161.321583
FDH44,OUT013,1990.216957
FDH45,OUT013,514.8342861
FDH52,OUT013,957.1567009
FDH57,OUT013,2262.771371
FDH60,OUT013,3277.653536
FDI02,OUT013,1986.415932
FDI05,OUT013,1612.336544
FDI07,OUT013,3245.290519
FDI08,OUT013,4024.174947
FDI09,OUT013,4231.418553
FDI12,OUT013,1204.164882
FDI14,OUT013,2082.728071
FDI26,OUT013,2901.544151
FDI27,OUT013,727.6917147
FDI34,OUT013,4046.630236
FDI35,OUT013,4278.434315
FDI36,OUT013,3126.197289
FDI38,OUT013,4102.862022
FDI40,OUT013,1716.566511
FDI46,OUT013,3183.03724
FDI53,OUT013,1924.605409
FDJ02,OUT013,1473.277488
FDJ07,OUT013,1504.328942
FDJ08,OUT013,3061.217296
FDJ15,OUT013,4764.45098
FDJ16,OUT013,1172.166095
FDJ26,OUT013,2928.310053
FDJ27,OUT013,1717.829621
FDJ28,OUT013,2889.890457
FDJ33,OUT013,2628.84772
FDJ36,OUT013,1469.698676
FDJ46,OUT013,3275.84074
FDJ50,OUT013,1034.814576
FDJ52,OUT013,2232.336435
FDJ53,OUT013,1587.659117
FDJ56,OUT013,1684.146688
FDJ57,OUT013,3244.388298
FDK02,OUT013,1557.835686
FDK03,OUT013,5246.317426
FDK04,OUT013,784.5316654
FDK09,OUT013,3178.359055
FDK15,OUT013,1777.476483
FDK22,OUT013,2599.901449
FDK24,OUT013,755.5269169
FDK25,OUT013,3550.7426
FDK26,OUT013,3284.086041
FDK27,OUT013,1813.545292
FDK28,OUT013,4996.863223
FDK32,OUT013,3803.130694
FDK38,OUT013,2347.279446
FDK44,OUT013,2344.332189
FDK46,OUT013,2736.738368
FDK48,OUT013,1792.072421
FDK57,OUT013,4673.507058
FDK60,OUT013,1741.688366
FDL14,OUT013,2011.5027
FDL15,OUT013,1339.130526
FDL20,OUT013,2167.987997
FDL25,OUT013,710.14852
FDL26,OUT013,3694.596796
FDL27,OUT013,1225.216715
FDL36,OUT013,1055.599085
FDL45,OUT013,2528.559124
FDM02,OUT013,1029.575008
FDM03,OUT013,1739.863874
FDM09,OUT013,1431.524685
FDM12,OUT013,1257.730103
FDM14,OUT013,2249.505374
FDM16,OUT013,1546.257178
FDM21,OUT013,4996.863223
FDM24,OUT013,2325.66623
FDM34,OUT013,1935.365235
FDM46,OUT013,1866.595912
FDM52,OUT013,2920.941912
FDM57,OUT013,1215.74339
FDN01,OUT013,2178.363543
FDN03,OUT013,2849.576196
FDN08,OUT013,1987.293092
FDN10,OUT013,1523.872061
FDN20,OUT013,3609.921643
FDN24,OUT013,1047.258549
FDN27,OUT013,1914.313402
FDN28,OUT013,1326.967244
FDN32,OUT013,3770.944779
FDN44,OUT013,3326.189708
FDN45,OUT013,3654.598312
FDN48,OUT013,1588.150327
FDN49,OUT013,421.0366719
FDN50,OUT013,1342.639165
FDN51,OUT013,5226.468554
FDN52,OUT013,1654.674121
FDN57,OUT013,2562.308889
FDN60,OUT013,3006.201838
FDO01,OUT013,1950.241864
FDO03,OUT013,5129.63012
FDO04,OUT013,917.333649
FDO11,OUT013,4592.808363
FDO15,OUT013,1272.232477
FDO16,OUT013,1754.319466
FDO25,OUT013,3463.026627
FDO27,OUT013,1879.507704
FDO33,OUT013,1919.927224
FDO38,OUT013,1330.054847
FDO40,OUT013,2357.805363
FDO45,OUT013,1343.106983
FDO49,OUT013,853.3009885
FDO56,OUT013,963.3319054
FDO57,OUT013,2150.194185
FDP01,OUT013,1392.695747
FDP04,OUT013,1037.43436
FDP09,OUT013,3492.078157
FDP12,OUT013,490.9287595
FDP15,OUT013,5538.386555
FDP16,OUT013,4091.213341
FDP21,OUT013,3786.523136
FDP22,OUT013,729.4460341
FDP25,OUT013,3478.074789
FDP31,OUT013,1050.907533
FDP32,OUT013,1976.942607
FDP34,OUT013,2935.327331
FDP39,OUT013,789.7445004
FDP45,OUT013,3395.239722
FDP48,OUT013,4708.593448
FDP51,OUT013,1707.069795
FDP52,OUT013,4793.50251
FDP56,OUT013,1017.785982
FDP57,OUT013,1631.517104
FDP58,OUT013,2654.98708
FDP59,OUT013,1466.891765
FDQ01,OUT013,3762.664392
FDQ04,OUT013,275.5451109
FDQ07,OUT013,3727.578002
FDQ08,OUT013,931.4935132
FDQ11,OUT013,2925.362797
FDQ12,OUT013,2808.314602
FDQ14,OUT013,1420.998768
FDQ22,OUT013,634.8297376
FDQ25,OUT013,2653.513452
FDQ26,OUT013,1017.104303
FDQ27,OUT013,1685.901007
FDQ32,OUT013,2327.631068
FDQ33,OUT013,4599.123913
FDQ36,OUT013,679.2724974
FDQ47,OUT013,632.2567357
FDQ55,OUT013,2488.677595
FDQ57,OUT013,2277.106667
FDQ58,OUT013,1748.471735
FDQ60,OUT013,127.0127294
FDR03,OUT013,4459.480084
FDR07,OUT013,677.342746
FDR08,OUT013,1425.793908
FDR15,OUT013,2312.39355
FDR16,OUT013,4955.601629
FDR20,OUT013,683.9506826
FDR22,OUT013,2391.488297
FDR25,OUT013,4077.599822
FDR28,OUT013,2785.157585
FDR33,OUT013,1852.561357
FDR34,OUT013,5214.118145
FDR39,OUT013,3909.559408
FDR44,OUT013,1736.425408
FDR45,OUT013,6360.986953
FDR47,OUT013,3042.972374
FDR51,OUT013,2933.923876
FDR56,OUT013,4725.434915
FDR57,OUT013,2235.704728
FDS01,OUT013,2730.122077
FDS02,OUT013,3700.912346
FDS03,OUT013,1111.770723
FDS08,OUT013,2293.480316
FDS09,OUT013,693.3070531
FDS10,OUT013,2900.06551
FDS11,OUT013,4047.565873
FDS23,OUT013,1986.357454
FDS25,OUT013,2446.223064
FDS32,OUT013,1967.143479
FDS34,OUT013,1895.928134
FDS43,OUT013,3065.146972
FDS44,OUT013,4855.37151
FDS46,OUT013,1733.407978
FDS50,OUT013,3446.711456
FDS51,OUT013,1065.924508
FDS52,OUT013,1493.27673
FDT01,OUT013,3469.693041
FDT02,OUT013,409.1072996
FDT03,OUT013,1715.423698
FDT04,OUT013,513.3840486
FDT09,OUT013,2315.701696
FDT11,OUT013,2572.534066
FDT13,OUT013,2581.656527
FDT15,OUT013,1891.156385
FDT16,OUT013,5707.011743
FDT22,OUT013,1086.274614
FDT26,OUT013,2020.976025
FDT32,OUT013,2730.598249
FDT33,OUT013,2377.804605
FDT34,OUT013,1425.509875
FDT35,OUT013,1945.189424
FDT38,OUT013,1425.910862
FDT39,OUT013,2293.807789
FDT43,OUT013,664.6364607
FDT44,OUT013,1531.871758
FDT46,OUT013,601.8819472
FDT47,OUT013,2356.401907
FDT52,OUT013,3615.301556
FDT56,OUT013,879.124571
FDT58,OUT013,2151.497394
FDT59,OUT013,4046.630236
FDT60,OUT013,1827.299156
FDU01,OUT013,3267.595438
FDU03,OUT013,2499.554376
FDU04,OUT013,1695.093641
FDU09,OUT013,2244.125461
FDU14,OUT013,4315.625887
FDU25,OUT013,1255.892244
FDU26,OUT013,1058.706736
FDU28,OUT013,2105.043014
FDU31,OUT013,3145.494803
FDU33,OUT013,734.3581286
FDU35,OUT013,1973.6094
FDU39,OUT013,1040.896217
FDU44,OUT013,2882.229929
FDU45,OUT013,2129.919264
FDU47,OUT013,1085.806795
FDU48,OUT013,741.0245426
FDU49,OUT013,2075.359929
FDU52,OUT013,1855.192836
FDU55,OUT013,6242.044093
FDU58,OUT013,2642.285808
FDU60,OUT013,3327.125345
FDV01,OUT013,2662.75621
FDV07,OUT013,2073.465264
FDV10,OUT013,727.5513691
FDV11,OUT013,1799.405477
FDV15,OUT013,2134.655927
FDV21,OUT013,2110.797182
FDV23,OUT013,2152.058776
FDV24,OUT013,1578.88752
FDV27,OUT013,902.1880243
FDV31,OUT013,1611.634816
FDV32,OUT013,1188.843825
FDV33,OUT013,3403.379765
FDV35,OUT013,3270.051485
FDV36,OUT013,2566.569379
FDV43,OUT013,720.9083461
FDV49,OUT013,4875.253797
FDV52,OUT013,2161.181237
FDV55,OUT013,2906.556492
FDV58,OUT013,2613.234277
FDV59,OUT013,3763.225774
FDW04,OUT013,2964.799898
FDW10,OUT013,3161.283678
FDW14,OUT013,1532.105667
FDW19,OUT013,1918.724262
FDW22,OUT013,4985.074196
FDW27,OUT013,2071.032607
FDW33,OUT013,1712.215799
FDW35,OUT013,523.1380649
FDW36,OUT013,1338.896617
FDW37,OUT013,1622.394643
FDW38,OUT013,673.9594156
FDW39,OUT013,2448.445202
FDW40,OUT013,2477.800814
FDW51,OUT013,3368.293375
FDW56,OUT013,4765.784262
FDW57,OUT013,3621.19607
FDX01,OUT013,1494.095412
FDX07,OUT013,3184.089832
FDX08,OUT013,2091.850532
FDX10,OUT013,306.8304747
FDX12,OUT013,3746.875516
FDX14,OUT013,931.7190686
FDX21,OUT013,1309.073186
FDX22,OUT013,3326.189708
FDX24,OUT013,1482.610467
FDX25,OUT013,3153.283982
FDX28,OUT013,2335.116164
FDX32,OUT013,1914.313402
FDX34,OUT013,2815.448834
FDX43,OUT013,1754.319466
FDX48,OUT013,1505.90783
FDX51,OUT013,2640.742006
FDX52,OUT013,2767.61439
FDX55,OUT013,3258.402804
FDY02,OUT013,3444.982198
FDY04,OUT013,2521.541846
FDY08,OUT013,1887.823178
FDY09,OUT013,738.2176315
FDY10,OUT013,2212.78162
FDY15,OUT013,2285.126414
FDY22,OUT013,2197.811427
FDY26,OUT013,4462.988723
FDY32,OUT013,1776.540846
FDY33,OUT013,3474.053778
FDY34,OUT013,3005.359764
FDY35,OUT013,850.7948178
FDY36,OUT013,1144.985838
FDY39,OUT013,3524.919017
FDY43,OUT013,710.14852
FDY44,OUT013,3353.557092
FDY45,OUT013,3931.546879
FDY46,OUT013,4140.895668
FDY50,OUT013,1990.333912
FDY51,OUT013,4645.437947
FDY58,OUT013,4332.467354
FDY60,OUT013,2516.115151
FDZ02,OUT013,618.9239077
FDZ03,OUT013,2947.256704
FDZ07,OUT013,809.2324835
FDZ13,OUT013,736.8141759
FDZ14,OUT013,2682.0036
FDZ19,OUT013,3211.106351
FDZ22,OUT013,1280.65321
FDZ28,OUT013,1661.97209
FDZ31,OUT013,3395.239722
